City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Max Temperature
217,khatanga,71.9667,102.5,258.43,81,100,6.7,RU,1681238533,25.843
218,port elizabeth,-33.918,25.5701,289.31,76,0,6.69,ZA,1681238533,28.931
219,ayame,5.6083,-3.1563,298.72,85,70,0.99,CI,1681238534,29.872000000000003
220,burgeo,47.6167,-57.6152,276.67,80,0,4.5,CA,1681238535,27.667
221,mehamn,71.0357,27.8492,274.1,100,75,4.12,NO,1681238536,27.410000000000004
222,pacific grove,36.6177,-121.9166,293.04,86,100,4.47,US,1681238491,29.304000000000002
223,tautira,-17.7333,-149.15,300.28,76,100,2.62,PF,1681238537,30.028
224,srednekolymsk,67.45,153.6833,241.94,100,100,0.85,RU,1681238537,24.194
225,vila franca do campo,37.7167,-25.4333,291.38,72,22,4.32,PT,1681238538,29.137999999999998
226,nome,64.5011,-165.4064,249.91,77,0,0.0,US,1681238538,24.991
227,mtwara,-10.2667,40.1833,298.78,94,20,5.14,TZ,1681238539,29.877999999999997
228,los llanos de aridane,28.6585,-17.9182,292.01,83,75,7.2,ES,1681238539,29.201
229,uruzgan,32.8333,66.0,290.45,26,0,0.65,AF,1681238540,29.044999999999998
230,satana,20.5833,74.2,302.46,32,74,1.03,IN,1681238540,30.246
231,ancud,-41.8697,-73.8203,286.36,96,100,1.49,CL,1681238541,28.636000000000003
232,ghanzi,-21.5667,21.7833,295.27,42,3,3.8,BW,1681238541,29.526999999999997
233,ponta do sol,32.6667,-17.1,293.77,69,0,2.42,PT,1681238542,29.377
234,fujin,47.26,132.0322,275.49,54,100,5.65,CN,1681238543,27.549
235,vila velha,-20.3297,-40.2925,300.12,76,40,4.12,BR,1681238498,30.012
236,yumen,40.2833,97.2,284.8,21,100,4.6,CN,1681238546,28.48
237,hammerfest,70.6634,23.6821,274.4,93,40,4.12,NO,1681238546,27.439999999999998
238,korla,41.7597,86.1469,288.6,23,100,4.85,CN,1681238253,28.860000000000003
239,thompson,55.7435,-97.8558,283.24,29,75,1.54,CA,1681238547,28.324
240,clyde river,70.4692,-68.5914,256.28,78,0,9.26,CA,1681238547,25.627999999999997
241,carnarvon,-24.8667,113.6333,294.52,65,20,9.2,AU,1681238548,29.451999999999998
242,hambantota,6.1241,81.1185,298.34,100,20,2.57,LK,1681238549,29.833999999999996
243,chuy,-33.6971,-53.4616,301.46,42,21,3.87,UY,1681238550,30.145999999999997
244,fairbanks,64.8378,-147.7164,261.82,62,40,0.0,US,1681238362,26.182
245,calabozo,8.9242,-67.4293,307.31,38,99,1.68,VE,1681238550,30.731
246,assiniboia,49.6334,-105.9845,294.05,37,1,8.23,CA,1681238347,29.405
247,portland,45.5234,-122.6762,282.39,85,75,5.66,US,1681238548,28.238999999999997
248,iqaluit,63.7506,-68.5145,266.0,73,100,9.26,CA,1681238552,26.6
249,brae,60.3964,-1.353,279.69,85,20,4.26,GB,1681238553,27.969
250,barrow,71.2906,-156.7887,244.16,76,0,3.09,US,1681238553,24.416
251,kontagora,10.3999,5.4695,306.37,32,91,2.78,NG,1681238553,30.637
252,roald,62.5833,6.1333,284.66,81,75,2.57,NO,1681238554,28.466
253,karratha,-20.7377,116.8463,302.8,34,100,4.09,AU,1681238554,30.28
254,belaya rechka,43.4381,43.535,280.39,93,100,1.0,RU,1681238554,28.038999999999998
255,alihe,50.5667,123.7167,271.68,79,100,4.08,CN,1681238555,27.168
256,coahuayana,18.7333,-103.6833,305.71,41,0,3.85,MX,1681238555,30.570999999999998
257,comacchio,44.6975,12.1858,291.2,71,100,2.11,IT,1681238556,29.119999999999997
258,una,20.8167,71.0333,300.84,43,1,4.73,IN,1681238556,30.083999999999996
259,seydi,39.4816,62.9137,295.22,29,100,5.45,TM,1681238556,29.522000000000002
260,zaranj,30.9667,61.8833,297.13,13,2,1.72,AF,1681238557,29.713
261,oussouye,12.485,-16.5469,298.2,46,6,6.19,SN,1681238557,29.82
262,yakeshi,49.2833,120.7333,267.3,72,51,7.95,CN,1681238557,26.73
263,segou,13.4317,-6.2157,309.6,16,92,2.95,ML,1681238558,30.96
264,nioro,13.35,-15.75,308.34,19,8,3.44,GM,1681238558,30.833999999999996
265,sri aman,1.2376,111.4621,297.18,100,96,0.0,MY,1681238558,29.718
266,acajutla,13.5928,-89.8275,305.06,42,5,5.27,SV,1681238558,30.506
267,ballina,-28.8667,153.5667,285.25,83,100,2.74,AU,1681238559,28.525
268,podor,16.6527,-14.9587,304.12,55,0,0.0,MR,1681238559,30.412
269,esperance,-33.8667,121.9,289.28,89,6,2.68,AU,1681238559,28.927999999999997
270,ziro,27.6333,93.8333,282.79,84,25,1.16,IN,1681238560,28.279000000000003
271,daru,-9.0763,143.2092,299.27,83,29,1.7,PG,1681238561,29.927
272,rio grande,-32.035,-52.0986,304.21,52,0,2.21,BR,1681238561,30.421
273,tatarsk,55.219,75.9828,270.12,73,19,2.18,RU,1681238561,27.012
274,okhotsk,59.3833,143.3,258.8,88,37,3.47,RU,1681238562,25.880000000000003
275,saint-joseph,-21.3667,55.6167,296.74,81,7,1.36,RE,1681238562,29.674
276,mayskiy,47.6931,40.1025,289.82,52,100,7.61,RU,1681238563,28.982
277,buchanan,5.8808,-10.0467,300.2,82,69,1.88,LR,1681238563,30.02
278,dergachi,51.2328,48.7659,283.73,36,97,3.14,RU,1681238564,28.373
279,airai,-8.9266,125.4092,288.73,93,28,1.1,TL,1681238565,28.873
280,baniyas,35.1819,35.9487,288.31,74,24,4.97,SY,1681238565,28.831
281,mildura,-34.2,142.15,288.19,84,0,7.6,AU,1681238565,28.819
282,lenoir city,35.7973,-84.256,297.02,29,0,0.45,US,1681238568,29.701999999999998
283,kaoma,-14.7833,24.8,291.34,91,96,0.64,ZM,1681238568,29.133999999999997
284,tonantins,-2.8731,-67.8022,301.36,86,94,1.03,BR,1681238569,30.136000000000003
285,virginia beach,36.8529,-75.978,295.96,33,20,4.63,US,1681238350,29.595999999999997
286,tuatapere,-46.1333,167.6833,285.4,96,100,2.69,NZ,1681238569,28.54
287,dalby,-27.1833,151.2667,285.81,53,39,1.37,AU,1681238569,28.581
288,yar-sale,66.8333,70.8333,246.52,99,21,3.42,RU,1681238570,24.652
289,margate,51.3813,1.3862,281.98,84,100,4.47,GB,1681238570,28.198
290,khani,41.9563,42.9566,279.91,88,100,0.66,GE,1681238570,27.991000000000003
291,cabo san lucas,22.8909,-109.9124,304.6,30,20,4.12,MX,1681238571,30.46
292,quelimane,-17.8786,36.8883,300.12,89,40,3.09,MZ,1681238571,30.012
293,kununurra,-15.7667,128.7333,298.14,100,100,1.03,AU,1681238429,29.814
294,makakilo city,21.3469,-158.0858,297.33,76,20,7.72,US,1681238572,29.732999999999997
295,urgut,39.4022,67.2431,282.94,51,96,0.69,UZ,1681238572,28.294
296,abu zabad,12.35,29.25,307.51,10,100,3.76,SD,1681238572,30.750999999999998
297,suez,29.9737,32.5263,291.4,52,67,7.11,EG,1681238572,29.139999999999997
298,naze,28.3667,129.4833,292.66,92,96,2.69,JP,1681238573,29.266000000000002
299,tazovskiy,67.4667,78.7,245.43,100,80,4.02,RU,1681238573,24.543
300,usinsk,65.9939,57.5281,266.76,97,98,2.62,RU,1681238318,26.676
301,flin flon,54.7682,-101.865,279.06,56,100,3.6,CA,1681238574,27.906
302,yulara,-25.2406,130.9889,296.35,65,100,2.74,AU,1681238574,29.635
303,kapit,2.0167,112.9333,296.02,99,99,0.32,MY,1681238574,29.601999999999997
304,kafue,-15.7691,28.1814,293.26,82,88,1.53,ZM,1681238575,29.326
305,banikoara,11.2985,2.4386,307.77,10,14,1.97,BJ,1681238575,30.776999999999997
306,kahului,20.8947,-156.47,297.02,79,40,7.2,US,1681238574,29.701999999999998
307,salalah,17.0151,54.0924,301.2,74,20,2.57,OM,1681238576,30.119999999999997
308,olinda,-8.0089,-34.8553,302.0,65,40,3.09,BR,1681238576,30.2
309,bawku,11.0616,-0.2417,309.69,11,100,2.93,GH,1681238576,30.969
310,victoria,22.2855,114.1577,297.15,90,66,1.99,HK,1681238577,29.714999999999996
311,rocha,-34.4833,-54.3333,299.08,51,100,3.01,UY,1681238577,29.907999999999998
312,san matias,-16.3667,-58.4,302.77,66,99,3.18,BO,1681238578,30.276999999999997
313,grande prairie,55.1667,-118.8027,278.25,52,75,1.54,CA,1681238578,27.825
314,komsomolskiy,40.4272,71.7189,287.55,67,100,2.06,UZ,1681238578,28.755000000000003
315,petukhovo,55.0692,67.9019,274.02,56,18,3.18,RU,1681238579,27.401999999999997
316,sedalia,38.7045,-93.2283,297.83,42,20,5.36,US,1681238579,29.782999999999998
317,ulaangom,49.9811,92.0667,268.0,56,73,1.57,MN,1681238579,26.8
